STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,CDSD,EMNT,EMXP,EMXT,HDSD,PRCP,TAVG,TMAX,TMIN
CHM00057036,"XIAN, CH",34.3,108.933,479,1987,856.5,-6.5,55.8,38.1,2374.7,608.6,14.3,19.6,8.9
CHM00057036,"XIAN, CH",34.3,108.933,479,1988,831.2,-10,51.4,38.7,2485.4,658.3,13.9,18.7,9.1
CHM00057036,"XIAN, CH",34.3,108.933,479,1989,802,-12.1,97,38.2,2396.4,626.5,13.9,18.4,9.5
CHM00057036,"XIAN, CH",34.3,108.933,479,1990,904.6,-10.5,30.1,39.4,2358.8,458.5,14.3,19.4,9.3
CHM00057036,"XIAN, CH",34.3,108.933,479,1991,919.5,-14.7,110.7,38.7,2273,612.9,14.3,19.4,9.1
CHM00057036,"XIAN, CH",34.3,108.933,479,1992,848.5,-9.6,35.4,38.8,2381.6,539.4,13.9,19,8.9
CHM00057036,"XIAN, CH",34.3,108.933,479,1993,806,-13.1,23.7,37.3,2519.1,440.7,13.7,18.6,8.8
CHM00057036,"XIAN, CH",34.3,108.933,479,1994,1083.4,-12.1,72.3,40,2363.3,531.1,15,20,10
CHM00057036,"XIAN, CH",34.3,108.933,479,1995,1101.6,-8.4,26,40,2235.9,312.2,15.3,20.6,9.9
CHM00057036,"XIAN, CH",34.3,108.933,479,1996,904.2,-7.8,56.7,38.5,2394,713.4,14.3,19,9.5
CHM00057036,"XIAN, CH",34.3,108.933,479,1997,1178.7,-7.3,34.2,38.6,2191.9,362,15.3,20.6,10
CHM00057036,"XIAN, CH",34.3,108.933,479,1998,1055.4,-10.8,73.8,41.8,2221.3,600.5,15.8,20.8,10.8
CHM00057036,"XIAN, CH",34.3,108.933,479,1999,994.9,-9.1,46.4,38.2,1828.8,589.5,15.7,20.5,10.8
CHM00057036,"XIAN, CH",34.3,108.933,479,2000,1011.9,-6.7,38.3,38.7,2090.1,539,15,19.6,10.4
CHM00057036,"XIAN, CH",34.3,108.933,479,2001,1072.9,-5.7,41.5,40,2139.9,405.9,15.5,20.3,10.7
CHM00057036,"XIAN, CH",34.3,108.933,479,2002,1144,-10.8,75.2,40.3,1941.1,406.4,16.1,20.9,11.1
CHM00057036,"XIAN, CH",34.3,108.933,479,2003,965.7,-9,66.3,39.3,2194.8,883.2,14.9,19.3,10.6
CHM00057036,"XIAN, CH",34.3,108.933,479,2004,1080.3,-8.1,80.3,39.6,2012.9,512.7,16,20.6,11.3
CHM00057036,"XIAN, CH",34.3,108.933,479,2005,1154.6,-8.9,42.9,41.7,2145,541.4,15.6,20,11.1
CHM00057036,"XIAN, CH",34.3,108.933,479,2006,563.1,-13,66.1,36.3,2332.1,547.1,12.9,18.9,6.9
CHM00057036,"XIAN, CH",34.3,108.933,479,2007,1088.1,-5.9,75.5,39.8,2098.8,698.5,16.1,20.7,11.6
CHM00057036,"XIAN, CH",34.3,108.933,479,2008,1077.9,-8.9,33.8,39.7,2132.4,525.2,15.5,20.3,10.7
